date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
4/30/2023,Philippines,3890,0,4091854,66444,14106,234,20290,993
5/7/2023,Philippines,9014,9,4100868,66453,22059,181,28123,1002
5/14/2023,Philippines,12225,0,4113093,66453,33121,121,39303,602
5/21/2023,Philippines,12623,13,4125716,66466,44203,76,51248,517
5/28/2023,Philippines,11724,0,4137440,66466,53939,46,62058,445
6/4/2023,Philippines,9689,10,4147129,66476,61603,37,71009,379
6/11/2023,Philippines,7061,5,4154190,66481,66226,37,77332,328
6/18/2023,Philippines,4394,1,4158584,66482,66730,38,80836,272
6/25/2023,Philippines,3647,0,4162231,66482,61363,29,83422,210
7/2/2023,Philippines,2845,2,4165076,66484,51983,31,85104,152
7/9/2023,Philippines,423,0,4165499,66484,39783,18,83986,94
7/16/2023,Philippines,2510,26,4168009,66510,30569,44,84508,90
7/23/2023,Philippines,1938,32,4169947,66542,22818,66,84421,103
7/30/2023,Philippines,1671,50,4171618,66592,17428,111,83654,148
8/6/2023,Philippines,1859,34,4173477,66626,14893,144,81623,182
8/13/2023,Philippines,154,20,4173631,66646,11400,164,72763,193
8/20/2023,Philippines,,0,4108552,66646,,162,,193
8/27/2023,Philippines,342,10,4108894,66656,8474,172,48257,190
9/3/2023,Philippines,1311,5,4110205,66661,7275,151,37844,195
9/10/2023,Philippines,138,6,4110343,66667,5475,125,28293,191
9/17/2023,Philippines,988,14,4111331,66681,4792,89,22220,200
9/24/2023,Philippines,962,4,4112293,66685,3895,59,18788,203
10/1/2023,Philippines,1141,11,4113434,66696,4882,50,16282,214
10/8/2023,Philippines,1246,0,4114680,66696,6128,50,14683,212
10/15/2023,Philippines,1034,6,4115714,66702,6820,46,15294,218
10/22/2023,Philippines,1469,12,4117183,66714,6978,53,14253,204
10/29/2023,Philippines,1198,0,4118381,66714,8038,47,13513,172
11/5/2023,Philippines,1097,22,4119478,66736,8147,55,12939,144
11/12/2023,Philippines,933,0,4120411,66736,8118,51,12013,110
11/19/2023,Philippines,914,10,4121325,66746,7891,50,12773,100
11/26/2023,Philippines,1333,0,4122658,66746,7978,50,14106,100
12/3/2023,Philippines,1262,9,4123920,66755,8206,53,15026,99
12/10/2023,Philippines,1163,11,4125083,66766,7900,52,14878,105
12/17/2023,Philippines,1377,13,4126460,66779,8079,65,16117,112
12/24/2023,Philippines,2501,0,4128961,66779,9483,43,17630,98
12/31/2023,Philippines,3239,16,4132200,66795,11789,59,19907,110
1/5/2020,Singapore,0,0,,,,,,
1/12/2020,Singapore,0,0,,,,,,
1/19/2020,Singapore,0,0,,,,,,
1/26/2020,Singapore,4,0,4,,,,,
2/2/2020,Singapore,14,0,18,,,,,
2/9/2020,Singapore,22,0,40,,40,0,,
2/16/2020,Singapore,32,0,72,,72,0,,
2/23/2020,Singapore,17,0,89,,89,0,,
3/1/2020,Singapore,13,0,102,,102,0,,
3/8/2020,Singapore,36,0,138,,138,0,,
3/15/2020,Singapore,74,0,212,,208,0,,
3/22/2020,Singapore,220,2,432,2,414,2,,
3/29/2020,Singapore,370,0,802,2,762,2,802,2
4/5/2020,Singapore,387,3,1189,5,1117,5,1189,5
4/12/2020,Singapore,1110,3,2299,8,2210,8,2299,8
4/19/2020,Singapore,3693,3,5992,11,5890,11,5992,11
4/26/2020,Singapore,6701,1,12693,12,12555,12,12693,12
5/3/2020,Singapore,4855,5,17548,17,17336,17,17544,17
5/10/2020,Singapore,4912,3,22460,20,22028,18,22442,20
5/17/2020,Singapore,4896,2,27356,22,26554,20,27316,22
5/24/2020,Singapore,3712,1,31068,23,29879,18,30996,23
5/31/2020,Singapore,3298,0,34366,23,32067,15,34277,23
6/7/2020,Singapore,3161,2,37527,25,31535,14,37425,25
6/14/2020,Singapore,2670,1,40197,26,27504,14,40059,26
6/21/2020,Singapore,1636,0,41833,26,24285,9,41621,26
6/28/2020,Singapore,1413,0,43246,26,20786,6,42814,24
7/5/2020,Singapore,1418,0,44664,26,17308,4,43862,24
7/12/2020,Singapore,1118,0,45782,26,14714,3,44593,21
7/19/2020,Singapore,1873,1,47655,27,13289,4,45356,19
7/26/2020,Singapore,2233,0,49888,27,12361,2,43896,16
8/2/2020,Singapore,2624,0,52512,27,12315,1,39819,15
8/9/2020,Singapore,2417,0,54929,27,13096,1,37381,10
8/16/2020,Singapore,732,0,55661,27,12415,1,33201,7
8/23/2020,Singapore,605,0,56266,27,11602,1,28910,5
8/30/2020,Singapore,451,0,56717,27,10935,1,25649,4
9/6/2020,Singapore,265,0,56982,27,9327,0,22616,4
9/13/2020,Singapore,375,0,57357,27,7469,0,19830,2
9/20/2020,Singapore,201,0,57558,27,5046,0,17361,1
9/27/2020,Singapore,127,0,57685,27,2756,0,15852,1
10/4/2020,Singapore,115,0,57800,27,2139,0,14554,1
10/11/2020,Singapore,66,0,57866,27,1600,0,13202,1
10/18/2020,Singapore,38,1,57904,28,1187,1,12122,2
10/25/2020,Singapore,61,0,57965,28,983,1,10310,1
11/1/2020,Singapore,50,0,58015,28,658,1,8127,1
11/8/2020,Singapore,39,0,58054,28,496,1,5542,1
11/15/2020,Singapore,62,0,58116,28,431,1,3187,1
11/22/2020,Singapore,32,0,58148,28,348,1,2487,1
11/29/2020,Singapore,57,1,58205,29,339,2,1939,2
12/6/2020,Singapore,50,0,58255,29,351,1,1538,2
12/13/2020,Singapore,58,0,58313,29,348,1,1331,2
12/20/2020,Singapore,90,0,58403,29,388,1,1046,2
12/27/2020,Singapore,116,0,58519,29,465,1,961,2
1/3/2021,Singapore,178,0,58697,29,581,1,1012,2
1/10/2021,Singapore,210,0,58907,29,759,1,1107,2
1/17/2021,Singapore,206,0,59113,29,908,0,1247,2
1/24/2021,Singapore,195,0,59308,29,1053,0,1404,1
1/31/2021,Singapore,228,0,59536,29,1223,0,1571,1
2/7/2021,Singapore,163,0,59699,29,1296,0,1684,1
2/14/2021,Singapore,101,0,59800,29,1281,0,1746,1
2/21/2021,Singapore,69,0,59869,29,1172,0,1753,1
2/28/2021,Singapore,67,0,59936,29,1029,0,1788,1
3/7/2021,Singapore,97,0,60033,29,920,0,1828,0
3/14/2021,Singapore,72,0,60105,29,797,0,1850,0
3/21/2021,Singapore,91,0,60196,29,660,0,1883,0
3/28/2021,Singapore,104,0,60300,29,601,0,1897,0
4/4/2021,Singapore,178,0,60478,29,678,0,1959,0
4/11/2021,Singapore,175,0,60653,29,784,0,1956,0
4/18/2021,Singapore,178,0,60831,29,895,0,1924,0
4/25/2021,Singapore,175,0,61006,29,973,0,1893,0
5/2/2021,Singapore,212,2,61218,31,1113,2,1910,2
5/9/2021,Singapore,141,0,61359,31,1163,2,1823,2
5/16/2021,Singapore,226,0,61585,31,1285,2,1886,2
5/23/2021,Singapore,239,1,61824,32,1346,3,2024,3
5/30/2021,Singapore,204,1,62028,33,1375,4,2159,4
6/6/2021,Singapore,168,0,62196,33,1365,4,2260,4
6/13/2021,Singapore,80,1,62276,34,1270,5,2243,5
6/20/2021,Singapore,138,0,62414,34,1196,3,2309,5
6/27/2021,Singapore,130,2,62544,36,1185,5,2348,7
7/4/2021,Singapore,73,0,62617,36,1032,5,2317,7
7/11/2021,Singapore,75,0,62692,36,868,4,2214,7
7/18/2021,Singapore,381,0,63073,36,1045,3,2420,7
7/25/2021,Singapore,1106,1,64179,37,1983,4,3348,8
8/1/2021,Singapore,923,0,65102,37,2826,3,4096,8
8/8/2021,Singapore,662,5,65764,42,3350,8,4546,11
8/15/2021,Singapore,408,2,66172,44,3628,8,4813,13
8/22/2021,Singapore,306,5,66478,49,3861,13,4893,18
8/29/2021,Singapore,826,6,67304,55,4612,19,5480,23
9/5/2021,Singapore,1356,0,68660,55,5587,19,6632,22
9/12/2021,Singapore,3027,3,71687,58,7508,21,9491,25
9/19/2021,Singapore,6117,2,77804,60,12702,23,15528,26
9/26/2021,Singapore,10088,18,87892,78,22128,36,25478,44
10/3/2021,Singapore,15951,35,103843,113,37671,69,41299,77
10/10/2021,Singapore,23123,49,126966,162,60488,113,64349,126
10/17/2021,Singapore,21212,71,148178,233,80874,178,85486,197
10/24/2021,Singapore,24466,82,172644,315,103984,260,109571,279
10/31/2021,Singapore,25730,92,198374,407,126687,349,134195,370
11/7/2021,Singapore,19959,90,218333,497,140529,437,153231,460
11/14/2021,Singapore,18870,89,237203,586,149311,508,171439,544
11/21/2021,Singapore,14985,76,252188,662,148345,549,186016,618
11/28/2021,Singapore,10195,39,262383,701,135417,539,195905,652
12/5/2021,Singapore,6828,58,269211,759,121033,526,201907,704
12/12/2021,Singapore,4151,35,273362,794,100718,479,204702,739
12/19/2021,Singapore,2548,19,275910,813,77536,406,204223,755
12/26/2021,Singapore,1854,9,277764,822,59431,325,199960,762
1/2/2022,Singapore,2526,7,280290,829,43087,243,192398,751
1/9/2022,Singapore,5357,9,285647,838,33459,176,181804,725
1/16/2022,Singapore,6202,5,291849,843,29466,142,164883,681
1/23/2022,Singapore,21923,5,313772,848,44561,89,165594,615
1/30/2022,Singapore,34558,6,348330,854,74968,60,175686,539
2/6/2022,Singapore,49493,17,397823,871,121913,58,199449,464
2/13/2022,Singapore,71672,26,469495,897,191731,75,251162,400
2/20/2022,Singapore,113143,48,582638,945,302348,116,345435,359
2/27/2022,Singapore,128242,62,710880,1007,425233,169,458692,345
3/6/2022,Singapore,121941,71,832821,1078,540972,235,570438,377
3/13/2022,Singapore,106615,67,939436,1145,625664,297,670225,386
3/20/2022,Singapore,75581,53,1015017,1198,666687,344,741655,404
3/27/2022,Singapore,56988,48,1072005,1246,674182,375,796095,433
4/3/2022,Singapore,37739,28,1109744,1274,640249,377,831980,452
4/10/2022,Singapore,28257,20,1138001,1294,555363,349,857711,465
4/17/2022,Singapore,22299,22,1160300,1316,449420,309,874653,478
4/24/2022,Singapore,21868,9,1182168,1325,349347,247,890319,482
5/1/2022,Singapore,17472,11,1199640,1336,260204,191,885868,488
5/8/2022,Singapore,18282,16,1217922,1352,202905,154,869592,498
5/15/2022,Singapore,24962,11,1242884,1363,170879,117,845061,492
5/22/2022,Singapore,26751,12,1269635,1375,159891,101,800140,478
5/29/2022,Singapore,26285,8,1295920,1383,157919,89,713282,438
6/5/2022,Singapore,23064,10,1318984,1393,158684,77,608104,386
6/12/2022,Singapore,22272,5,1341256,1398,159088,73,508435,320
6/19/2022,Singapore,26505,7,1367761,1405,168121,69,428325,260
6/26/2022,Singapore,40597,4,1408358,1409,190436,57,393341,211
7/3/2022,Singapore,52749,10,1461107,1419,218223,56,389102,173
7/10/2022,Singapore,62774,13,1523881,1432,254246,57,414137,158
7/17/2022,Singapore,65218,25,1589099,1457,293179,74,451098,163
7/24/2022,Singapore,63882,26,1652981,1483,333997,90,492681,167
7/31/2022,Singapore,55969,37,1708950,1520,367694,122,526782,195
8/7/2022,Singapore,45827,21,1754777,1541,387016,136,555137,205
8/14/2022,Singapore,36269,19,1791046,1560,382688,151,573124,208
8/21/2022,Singapore,23871,24,1814917,1584,353810,165,572033,221
8/28/2022,Singapore,16415,7,1831332,1591,307451,159,561697,216
9/4/2022,Singapore,13453,5,1844785,1596,255686,139,548865,213
9/11/2022,Singapore,13712,6,1858497,1602,205516,119,539513,209
9/18/2022,Singapore,14793,6,1873290,1608,164340,88,532034,210
9/25/2022,Singapore,16254,7,1889544,1615,134767,74,521783,210
10/2/2022,Singapore,21873,7,1911417,1622,120371,62,503059,213
10/9/2022,Singapore,36985,10,1948402,1632,133485,48,487295,213
10/16/2022,Singapore,57482,14,2005884,1646,174552,55,482003,214
10/23/2022,Singapore,53825,17,2059709,1663,214924,67,470610,206
10/30/2022,Singapore,36811,17,2096520,1680,238023,78,443539,197
11/6/2022,Singapore,24915,10,2121435,1690,248145,82,412485,170
11/13/2022,Singapore,16441,7,2137876,1697,248332,82,383099,156
11/20/2022,Singapore,10918,3,2148794,1700,237377,78,357748,140
11/27/2022,Singapore,13800,2,2162594,1702,214192,70,347677,118
12/4/2022,Singapore,8795,4,2171389,1706,165505,60,340057,115
12/11/2022,Singapore,8366,1,2179755,1707,120046,44,334970,111
12/18/2022,Singapore,8654,3,2188409,1710,91889,30,329912,108
12/25/2022,Singapore,5481,1,2193890,1711,72455,21,320600,103
1/1/2023,Singapore,8324,0,2202214,1711,64338,14,312670,96
1/8/2023,Singapore,5456,1,2207670,1712,58876,12,296253,90
1/15/2023,Singapore,3876,0,2211546,1712,48952,10,263144,80
1/22/2023,Singapore,2518,0,2214064,1712,42675,6,208180,66
1/29/2023,Singapore,1825,0,2215889,1712,36134,5,156180,49
2/5/2023,Singapore,2992,10,2218881,1722,30472,12,122361,42
2/12/2023,Singapore,2881,0,2221762,1722,27872,11,100327,32
2/19/2023,Singapore,244,0,2222006,1722,19792,11,84130,25
2/26/2023,Singapore,3849,0,2225855,1722,18185,10,77061,22
3/5/2023,Singapore,4471,0,2230326,1722,18780,10,67732,20
3/12/2023,Singapore,4426,0,2234752,1722,20688,10,63363,16
3/19/2023,Singapore,10352,0,2245104,1722,29215,10,65349,15
3/26/2023,Singapore,10464,0,2255568,1722,36687,0,67159,12
4/2/2023,Singapore,14467,0,2270035,1722,48273,0,76145,11
4/9/2023,Singapore,28410,12,2298445,1734,76439,12,96231,23
4/16/2023,Singapore,16018,0,2314463,1734,88608,12,106793,22
4/23/2023,Singapore,26072,0,2340535,1734,110209,12,128989,22
4/30/2023,Singapore,27818,0,2368353,1734,133601,12,154289,22
5/7/2023,Singapore,23417,54,2391770,1788,146666,66,175881,76
5/14/2023,Singapore,22624,0,2414394,1788,158826,66,195513,66
5/21/2023,Singapore,24296,0,2438690,1788,168655,66,216928,66
5/28/2023,Singapore,20767,0,2459457,1788,161012,54,237451,66
6/4/2023,Singapore,14851,53,2474308,1841,159845,107,248453,119
6/11/2023,Singapore,8531,0,2482839,1841,142304,107,252513,119
6/18/2023,Singapore,10432,4,2493271,1845,124918,111,258519,123
6/25/2023,Singapore,6717,27,2499988,1872,108218,84,254884,150
7/2/2023,Singapore,11736,0,2511724,1872,97330,84,256156,150
7/9/2023,Singapore,4302,0,2516026,1872,77336,84,245991,150
7/16/2023,Singapore,8544,0,2524570,1872,65113,84,226125,138
7/23/2023,Singapore,5632,0,2530202,1872,55894,31,215739,138
7/30/2023,Singapore,4738,0,2534940,1872,52101,31,194405,138
8/6/2023,Singapore,4951,0,2539891,1872,46620,27,171538,138
8/13/2023,Singapore,3485,7,2543376,1879,43388,7,151606,91
8/20/2023,Singapore,4951,0,2548327,1879,36603,7,133933,91
8/27/2023,Singapore,7045,0,2555372,1879,39346,7,116682,91
9/3/2023,Singapore,6650,0,2562022,1879,37452,7,102565,91
9/10/2023,Singapore,4295,10,2566317,1889,36115,17,92009,48
9/17/2023,Singapore,7248,0,2573565,1889,38625,17,90726,48
9/24/2023,Singapore,6401,0,2579966,1889,40075,17,86695,44
10/1/2023,Singapore,14843,0,2594809,1889,51433,10,94821,17
10/8/2023,Singapore,15336,17,2610145,1906,61818,27,98421,34
10/15/2023,Singapore,16250,0,2626395,1906,71023,27,110369,34
10/22/2023,Singapore,14801,0,2641196,1906,79174,27,116626,34
10/29/2023,Singapore,17123,0,2658319,1906,92002,17,128117,34
11/5/2023,Singapore,16062,0,2674381,1906,100816,17,139441,34
11/12/2023,Singapore,16395,27,2690776,1933,110810,44,150885,61
11/19/2023,Singapore,15441,0,2706217,1933,111408,44,162841,54
11/26/2023,Singapore,10726,0,2716943,1933,106798,27,168616,54
12/3/2023,Singapore,22094,0,2739037,1933,112642,27,183665,54
12/10/2023,Singapore,32035,0,2771072,1933,129876,27,209050,54
12/17/2023,Singapore,56043,0,2827115,1933,168796,27,260798,44
12/24/2023,Singapore,58300,0,2885415,1933,211034,27,311850,44
12/31/2023,Singapore,39100,0,2924515,1933,233739,0,344549,44
1/5/2020,Thailand,0,0,,,,,,
1/12/2020,Thailand,0,0,,,,,,
1/19/2020,Thailand,6,0,6,,,,,
1/26/2020,Thailand,,0,5,,,,,
2/2/2020,Thailand,18,0,23,,,,,
2/9/2020,Thailand,6,0,29,,,0,,
2/16/2020,Thailand,9,0,38,,39,0,,
2/23/2020,Thailand,1,0,39,,40,0,,
3/1/2020,Thailand,7,1,46,1,47,1,,
3/8/2020,Thailand,8,0,54,1,49,1,,
3/15/2020,Thailand,60,0,114,1,109,1,,
3/22/2020,Thailand,485,0,599,1,576,1,,
3/29/2020,Thailand,789,6,1388,7,1359,7,,7
4/5/2020,Thailand,781,16,2169,23,2131,23,2170,23
4/12/2020,Thailand,382,15,2551,38,2512,38,2552,38
4/19/2020,Thailand,214,9,2765,47,2719,46,2766,47
4/26/2020,Thailand,157,4,2922,51,2868,50,2917,51
5/3/2020,Thailand,47,3,2969,54,2855,53,2964,54
5/10/2020,Thailand,40,2,3009,56,2410,55,2986,56
5/17/2020,Thailand,19,0,3028,56,1640,49,2999,56
5/24/2020,Thailand,12,0,3040,56,871,33,3002,56
5/31/2020,Thailand,41,1,3081,57,530,19,3042,57
6/7/2020,Thailand,31,1,3112,58,347,11,3066,57
6/14/2020,Thailand,23,0,3135,58,213,7,3081,57
6/21/2020,Thailand,13,0,3148,58,179,4,3034,57
6/28/2020,Thailand,14,0,3162,58,153,2,2563,57
7/5/2020,Thailand,28,0,3190,58,162,2,1802,51
7/12/2020,Thailand,27,0,3217,58,177,2,1048,35
7/19/2020,Thailand,32,0,3249,58,168,1,698,20
7/26/2020,Thailand,42,0,3291,58,179,0,526,11
8/2/2020,Thailand,26,0,3317,58,182,0,395,7
8/9/2020,Thailand,34,0,3351,58,203,0,382,4
8/16/2020,Thailand,26,0,3377,58,215,0,368,2
8/23/2020,Thailand,18,0,3395,58,205,0,367,2
8/30/2020,Thailand,16,0,3411,58,194,0,371,2
9/6/2020,Thailand,33,0,3444,58,195,0,363,1
9/13/2020,Thailand,29,0,3473,58,182,0,361,0
9/20/2020,Thailand,33,1,3506,59,189,1,371,1
9/27/2020,Thailand,17,0,3523,59,172,1,375,1
10/4/2020,Thailand,62,0,3585,59,208,1,423,1
10/11/2020,Thailand,51,0,3636,59,241,1,446,1
10/18/2020,Thailand,50,0,3686,59,275,1,469,1
10/25/2020,Thailand,50,0,3736,59,292,1,487,1
11/1/2020,Thailand,48,0,3784,59,311,1,493,1
11/8/2020,Thailand,53,1,3837,60,331,1,520,2
11/15/2020,Thailand,37,0,3874,60,351,1,523,2
11/22/2020,Thailand,39,,3913,,328,,536,
11/29/2020,Thailand,64,60,3977,60,341,61,582,62
12/6/2020,Thailand,109,0,4086,60,400,61,675,62
12/13/2020,Thailand,123,0,4209,60,473,61,765,62
12/20/2020,Thailand,698,0,4907,60,1123,61,1434,62
12/27/2020,Thailand,1234,0,6141,60,2304,60,2635,61
1/3/2021,Thailand,1553,4,7694,64,3820,64,4171,65
1/10/2021,Thailand,2604,3,10298,67,6385,67,6713,68
1/17/2021,Thailand,1756,3,12054,70,8077,10,8418,71
1/24/2021,Thailand,1446,3,13500,73,9414,13,9814,74
1/31/2021,Thailand,5282,4,18782,77,14573,17,15046,78
2/7/2021,Thailand,4589,2,23371,79,18464,19,19587,80
2/14/2021,Thailand,1200,1,24571,80,18430,20,20734,80
2/21/2021,Thailand,844,3,25415,83,17721,19,21541,83
2/28/2021,Thailand,536,0,25951,83,15653,16,22038,83
3/7/2021,Thailand,419,2,26370,85,14316,15,22393,25
3/14/2021,Thailand,557,1,26927,86,13427,13,22841,26
3/21/2021,Thailand,876,4,27803,90,9021,13,23594,30
3/28/2021,Thailand,931,4,28734,94,5363,15,23827,34
4/4/2021,Thailand,393,1,29127,95,4556,15,22986,35
4/11/2021,Thailand,3498,2,32625,97,7210,14,24931,33
4/18/2021,Thailand,9727,4,42352,101,16401,18,32054,34
4/25/2021,Thailand,13108,39,55460,140,29090,55,43406,70
5/2/2021,Thailand,13524,105,68984,245,42057,159,55484,172
5/9/2021,Thailand,14391,154,83375,399,55572,309,64593,322
5/16/2021,Thailand,18072,190,101447,589,72713,495,78076,510
5/23/2021,Thailand,28053,187,129500,776,100373,681,104929,696
5/30/2021,Thailand,24807,236,154307,1012,121682,915,128892,929
6/6/2021,Thailand,23160,224,177467,1236,135115,1135,151516,1153
6/13/2021,Thailand,18442,213,195909,1449,140449,1309,169539,1364
6/20/2021,Thailand,22222,180,218131,1629,149147,1384,191204,1543
6/27/2021,Thailand,26316,283,244447,1912,161072,1513,216644,1822
7/4/2021,Thailand,38620,314,283067,2226,181620,1637,254333,2132
7/11/2021,Thailand,53304,485,336371,2711,206871,1935,307244,2616
7/18/2021,Thailand,67015,630,403386,3341,249079,2329,370761,3244
7/25/2021,Thailand,93916,718,497302,4059,319835,2823,454950,3958
8/1/2021,Thailand,118012,931,615314,4990,419405,3541,559854,4850
8/8/2021,Thailand,141191,1214,756505,6204,538374,4575,687521,5959
8/15/2021,Thailand,150652,1348,907157,7552,662710,5640,823782,7153
8/22/2021,Thailand,142138,1768,1049295,9320,766228,7094,947848,8731
8/29/2021,Thailand,124796,1823,1174091,11143,837720,8432,1044591,10367
9/5/2021,Thailand,106443,1712,1280534,12855,877148,9514,1126227,11843
9/12/2021,Thailand,101639,1498,1382173,14353,884871,10294,1204706,13117
9/19/2021,Thailand,94304,1010,1476477,15363,861163,10373,1280568,13914
9/26/2021,Thailand,85161,905,1561638,16268,805133,10064,1343507,14639
10/3/2021,Thailand,75794,746,1637432,17014,730275,9462,1392985,15102
10/10/2021,Thailand,73452,677,1710884,17691,661589,8371,1427817,15465
10/17/2021,Thailand,72817,582,1783701,18273,609610,7130,1447330,15562
10/24/2021,Thailand,66781,482,1850482,18755,569948,5900,1447096,15414
10/31/2021,Thailand,61542,450,1912024,19205,529851,4852,1414722,15146
11/7/2021,Thailand,55975,459,1967999,19664,491522,4301,1352685,14674
11/14/2021,Thailand,50411,372,2018410,20036,456772,3768,1261905,13832
11/21/2021,Thailand,46171,351,2064581,20387,427149,3373,1157424,12835
11/28/2021,Thailand,42232,320,2106813,20707,395929,3016,1057518,11387
12/5/2021,Thailand,34428,237,2141241,20944,357540,2671,967150,9801
12/12/2021,Thailand,27405,227,2168646,21171,318164,2416,888112,8316
12/19/2021,Thailand,22882,206,2191528,21377,279504,2172,809355,7024
12/26/2021,Thailand,18442,203,2209970,21580,241971,1916,733493,6217
1/2/2022,Thailand,19588,140,2229558,21720,211148,1684,667920,5452
1/9/2022,Thailand,39992,105,2269550,21825,204969,1438,632118,4811
1/16/2022,Thailand,54935,100,2324485,21925,217672,1218,613601,4234
1/23/2022,Thailand,53015,107,2377500,22032,236259,1088,593799,3759
1/30/2022,Thailand,55034,125,2432534,22157,263888,986,582052,3402
2/6/2022,Thailand,64467,134,2497001,22291,305473,914,584977,3086
2/13/2022,Thailand,96326,145,2593327,22436,383357,856,625328,2772
2/20/2022,Thailand,118988,188,2712315,22624,482757,904,693905,2588
2/27/2022,Thailand,157301,267,2869616,22891,600066,1066,805035,2504
3/6/2022,Thailand,157079,344,3026695,23235,702210,1310,919882,2528
3/13/2022,Thailand,158130,474,3184825,23709,807325,1677,1043584,2765
3/20/2022,Thailand,169144,537,3353969,24246,921435,2089,1185323,3075
3/27/2022,Thailand,175116,553,3529085,24799,1032084,2508,1337557,3422
4/3/2022,Thailand,182510,616,3711595,25415,1118268,2979,1501625,3835
4/10/2022,Thailand,171890,668,3883485,26083,1171170,3459,1653927,4363
4/17/2022,Thailand,146474,799,4029959,26882,1160343,3991,1760409,5057
4/24/2022,Thailand,135915,893,4165874,27775,1139179,4540,1841389,5850
5/1/2022,Thailand,96610,842,4262484,28617,1077659,4908,1884984,6585
5/8/2022,Thailand,62366,471,4324850,29088,970881,4842,1892316,6931
5/15/2022,Thailand,48996,384,4373846,29472,844761,4673,1876845,7181
5/22/2022,Thailand,37648,274,4411494,29746,699899,4331,1818167,7310
5/29/2022,Thailand,31154,226,4442648,29972,559163,3889,1730333,7348
6/5/2022,Thailand,24145,199,4466793,30171,436834,3289,1597177,7280
6/12/2022,Thailand,18070,163,4484863,30334,318989,2559,1458168,7099
6/19/2022,Thailand,14181,133,4499044,30467,236560,1850,1314219,6758
6/26/2022,Thailand,15111,125,4514155,30592,189305,1504,1160186,6346
7/3/2022,Thailand,15950,108,4530105,30700,156259,1228,1001020,5901
7/10/2022,Thailand,14938,135,4545043,30835,133549,1089,833448,5420
7/17/2022,Thailand,13986,161,4559029,30996,116381,1024,675544,4913
7/24/2022,Thailand,16824,161,4575853,31157,109060,986,545894,4275
7/31/2022,Thailand,14323,228,4590176,31385,105313,1051,424302,3610
8/7/2022,Thailand,15433,211,4605609,31596,106565,1129,343125,2979
8/14/2022,Thailand,14816,232,4620425,31828,106270,1236,295575,2740
8/21/2022,Thailand,13755,199,4634180,32027,104075,1327,260334,2555
8/28/2022,Thailand,12232,195,4646412,32222,101369,1387,234918,2476
9/4/2022,Thailand,12130,178,4658542,32400,99513,1404,215894,2428
9/11/2022,Thailand,9004,139,4667546,32539,91693,1382,200753,2368
9/18/2022,Thailand,5841,90,4673387,32629,83211,1244,188524,2295
9/25/2022,Thailand,4965,89,4678352,32718,72743,1122,179308,2251
10/2/2022,Thailand,3780,53,4682132,32771,61707,943,167977,2179
10/9/2022,Thailand,2915,58,4685047,32829,50867,802,154942,2129
10/16/2022,Thailand,2234,53,4687281,32882,40869,660,142238,2047
10/23/2022,Thailand,2616,40,4689897,32922,31355,522,130868,1926
10/30/2022,Thailand,2551,33,4692448,32955,24902,416,116595,1798
11/6/2022,Thailand,2759,40,4695207,32995,21820,366,105031,1610
11/13/2022,Thailand,3166,42,4698373,33037,20021,319,92764,1441
11/20/2022,Thailand,3957,69,4702330,33106,20198,335,81905,1278
11/27/2022,Thailand,4914,74,4707244,33180,22197,351,73064,1153
12/4/2022,Thailand,4284,105,4711528,33285,24247,403,65116,1063
12/11/2022,Thailand,3961,107,4715489,33392,25592,470,56947,992
12/18/2022,Thailand,3419,113,4718908,33505,26460,550,51362,966
12/25/2022,Thailand,2900,89,4721808,33594,26601,599,48421,965
1/1/2023,Thailand,2111,75,4723919,33669,25546,632,45567,951
1/8/2023,Thailand,997,58,4724916,33727,22586,621,42784,956
1/15/2023,Thailand,969,65,4725885,33792,18641,612,40838,963
1/22/2023,Thailand,627,44,4726512,33836,14984,551,39231,954
1/29/2023,Thailand,472,29,4726984,33865,11495,473,37087,943
2/5/2023,Thailand,252,17,4727236,33882,8328,377,34788,927
2/12/2023,Thailand,392,12,4727628,33894,5820,300,32421,899
2/19/2023,Thailand,203,8,4727831,33902,3912,233,29458,865
2/26/2023,Thailand,204,9,4728035,33911,3119,184,25705,805
3/5/2023,Thailand,147,7,4728182,33918,2297,126,20938,738
3/12/2023,Thailand,122,6,4728304,33924,1792,88,16776,639
3/19/2023,Thailand,178,5,4728482,33929,1498,64,12993,537
3/26/2023,Thailand,150,6,4728632,33935,1396,53,9724,430
4/2/2023,Thailand,167,3,4728799,33938,1171,44,6991,344
4/9/2023,Thailand,168,2,4728967,33940,1136,38,5048,271
4/16/2023,Thailand,435,2,4729402,33942,1367,31,4486,215
4/23/2023,Thailand,1088,5,4730490,33947,2308,29,4605,155
4/30/2023,Thailand,1811,10,4732301,33957,3997,33,5789,121
5/7/2023,Thailand,1699,10,4734000,33967,5518,38,7016,102
5/14/2023,Thailand,2356,22,4736356,33989,7724,54,9120,107
5/21/2023,Thailand,2632,64,4738988,34053,10189,115,11360,159
5/28/2023,Thailand,2970,42,4741958,34095,12991,155,14127,193
6/4/2023,Thailand,3085,68,4745043,34163,15641,221,17008,252
6/11/2023,Thailand,2709,69,4747752,34232,17262,285,19570,314
6/18/2023,Thailand,2158,60,4749910,34292,17609,335,21606,368
6/25/2023,Thailand,1653,36,4751563,34328,17563,361,23081,399
